price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city,country,id
766950.0,3.0,2.5,3030,30007,1.5,0,0,4,3030,0,1992,0,Woodinville,USA,655
1485000.0,4.0,3.75,4030,10800,2.0,0,0,3,4030,0,2006,0,Kirkland,USA,2361
712000.0,3.0,1.0,1250,4620,1.5,0,0,4,1150,100,1900,1971,Seattle,USA,323
290256.0,3.0,2.25,1720,7885,2.0,0,0,3,1720,0,1983,2009,Federal Way,USA,4298
336500.0,3.0,1.0,1480,7284,1.0,0,0,3,970,510,1963,2008,Shoreline,USA,3225
480000.0,4.0,2.25,3250,34293,2.0,0,0,4,3250,0,1983,0,Kent,USA,1137
375000.0,4.0,2.0,2400,6000,2.0,0,0,3,2400,0,1913,1945,Bothell,USA,2594
260000.0,3.0,2.5,1420,14850,1.0,0,0,4,1020,400,1963,0,Kent,USA,425
489000.0,3.0,3.5,1500,1249,2.0,0,0,3,1240,260,2004,2003,Seattle,USA,2172
552000.0,3.0,2.5,1840,9900,1.0,0,0,3,1840,0,1978,0,Bellevue,USA,3874
749950.0,4.0,2.75,3110,35235,2.0,0,0,4,3110,0,1983,0,Woodinville,USA,1947
600000.0,2.0,2.5,2410,102366,1.0,0,0,4,1940,470,1912,1989,Fall City,USA,4286
187500.0,3.0,1.5,1180,7000,1.0,0,0,4,1180,0,1977,0,Federal Way,USA,2626
182805.0,3.0,1.0,1040,8892,1.0,0,0,4,800,240,1958,1972,Federal Way,USA,4589
530000.0,3.0,1.75,1690,8190,1.0,0,0,4,1690,0,1958,1972,Bellevue,USA,600
600000.0,4.0,2.5,2620,9873,2.0,0,0,3,2620,0,1987,2000,Issaquah,USA,1798
888550.0,3.0,2.5,3540,38322,2.0,0,0,3,3540,0,1989,0,Redmond,USA,4031
575000.0,3.0,3.0,1384,1287,2.0,0,0,3,1144,240,2006,0,Seattle,USA,2510
1360000.0,4.0,3.0,5430,108900,2.0,0,0,4,5430,0,1987,0,Redmond,USA,4032
515000.0,4.0,2.5,2670,8765,2.0,0,0,3,2670,0,2006,0,Renton,USA,1038
437500.0,3.0,2.5,2320,36847,2.0,0,2,3,2320,0,1992,0,North Bend,USA,783
1610000.0,4.0,3.5,4390,11600,2.0,0,3,3,3060,1330,1990,2009,Mercer Island,USA,1268
268971.875,4.0,2.5,1860,6687,1.0,0,0,4,1220,640,1983,0,Kent,USA,4404
696000.0,4.0,3.5,3650,38546,2.0,0,0,3,2550,1100,1996,0,North Bend,USA,4254
315000.0,3.0,2.5,1730,6368,2.0,0,0,3,1730,0,1993,0,Maple Valley,USA,2802
287000.0,3.0,1.0,1450,6000,1.0,0,0,4,1450,0,1953,1983,Seattle,USA,121
312000.0,3.0,2.25,1490,974,2.0,0,0,3,1220,270,2009,0,Seattle,USA,778
525000.0,3.0,1.5,1540,4773,2.0,0,0,3,1540,0,1941,2009,Seattle,USA,984
425000.0,3.0,2.25,1580,39189,1.0,0,0,3,1180,400,1992,0,Redmond,USA,3141
259585.571429,4.0,2.5,1960,9898,2.0,0,0,3,1960,0,2001,0,Kent,USA,4417
2100000.0,4.0,1.75,3550,19865,2.0,0,0,3,3550,0,1962,2002,Medina,USA,745
235000.0,3.0,1.75,1900,8540,1.0,0,0,3,950,950,1980,0,SeaTac,USA,2455
312000.0,4.0,2.5,1830,5175,2.0,0,0,3,1830,0,2003,0,Maple Valley,USA,1764
310000.0,3.0,2.5,2540,4775,2.0,0,0,3,2540,0,2006,0,Kent,USA,3158
680000.0,3.0,2.5,2570,3600,2.5,0,0,3,2570,0,2007,0,Issaquah,USA,2436
1075000.0,4.0,3.0,3600,9200,1.0,0,4,4,2100,1500,1976,1992,Bellevue,USA,1171
386000.0,3.0,1.5,1270,1318,2.0,0,0,3,1080,190,2004,2003,Seattle,USA,2310
630000.0,4.0,2.5,2740,43101,2.0,0,0,3,2740,0,1993,0,Woodinville,USA,1425
284000.0,4.0,2.5,2000,5390,2.0,0,0,3,2000,0,2003,0,Kent,USA,176
1228000.0,4.0,2.5,5730,44947,2.0,0,4,3,4280,1450,1991,0,Sammamish,USA,2401
415000.0,3.0,2.5,2090,6045,2.0,0,0,3,2090,0,2000,0,Renton,USA,2255
580000.0,2.0,1.0,2540,7000,1.0,0,0,5,1320,1220,1942,0,Seattle,USA,82
725000.0,5.0,2.75,2830,5310,2.0,0,0,3,2830,0,2006,0,Redmond,USA,805
205000.0,3.0,1.0,1290,6566,1.0,0,0,5,1290,0,1976,0,Federal Way,USA,2459
1339000.0,4.0,2.5,4250,19387,2.0,0,2,4,3260,990,1972,0,Mercer Island,USA,2094
875000.0,4.0,2.75,3790,10669,2.0,0,0,3,3790,0,1999,0,Sammamish,USA,1878
340000.0,2.0,1.5,1160,1438,2.0,0,0,3,1160,0,2001,0,Seattle,USA,141
376000.0,4.0,2.75,2420,5773,2.0,0,0,3,2420,0,2005,0,Maple Valley,USA,2000
370000.0,3.0,2.5,1780,4050,2.0,0,0,3,1780,0,2001,0,Shoreline,USA,1318
442000.0,4.0,2.25,2080,12007,1.0,0,0,4,1220,860,1979,0,Sammamish,USA,1058
345000.0,5.0,2.5,2450,6994,2.0,0,0,3,2450,0,2002,0,Kent,USA,3834
295000.0,3.0,2.0,1380,8682,1.0,0,0,4,1380,0,1966,0,Des Moines,USA,2756
427550.0,2.0,1.0,880,4000,1.0,0,0,3,880,0,1940,1996,Seattle,USA,4094
432000.0,3.0,2.75,2200,14925,1.0,0,0,3,1100,1100,1982,0,Redmond,USA,1199
427000.0,4.0,1.0,1860,4736,1.5,0,0,1,1860,0,1901,0,Seattle,USA,2337
1550000.0,5.0,4.25,6070,171626,2.0,0,0,3,6070,0,1999,0,Fall City,USA,4283
440000.0,4.0,2.0,1450,8400,1.5,0,0,4,1450,0,1962,0,Kirkland,USA,2675
445000.0,3.0,3.0,1970,24318,1.0,0,0,3,1970,0,2010,0,Kenmore,USA,838
328500.0,3.0,2.5,1950,8130,2.0,0,0,4,1950,0,1990,0,Kent,USA,1739
940000.0,4.0,2.75,2080,4000,1.5,0,0,3,2080,0,1912,2000,Seattle,USA,1194
510000.0,4.0,2.5,2430,5203,2.0,0,0,3,2430,0,2003,0,Shoreline,USA,232
300000.0,3.0,1.0,930,5160,1.5,0,0,5,930,0,1919,1934,Seattle,USA,3985
1655000.0,4.0,3.5,3080,4815,2.0,0,3,3,2300,780,1937,2009,Seattle,USA,1355
370000.0,4.0,2.5,3090,18645,2.0,0,0,3,3090,0,1995,0,Federal Way,USA,1462
718000.0,3.0,1.0,1030,4958,1.0,0,0,5,1030,0,1952,1998,Seattle,USA,1818
799000.0,4.0,3.0,2580,209523,2.0,0,0,3,2580,0,1984,0,Redmond,USA,1424
799000.0,3.0,2.5,2860,4442,2.0,0,0,3,2860,0,2000,0,Seattle,USA,2498
620000.0,3.0,2.25,1720,4000,1.5,0,0,4,1450,270,1921,0,Seattle,USA,820
524950.0,3.0,1.75,1890,3825,1.0,0,0,3,1290,600,1974,0,Seattle,USA,886
224500.0,4.0,1.0,1430,8355,1.5,0,0,4,1430,0,1983,0,Auburn,USA,393
349950.0,4.0,2.5,2090,5289,2.0,0,0,3,2090,0,1989,0,Renton,USA,3201
440000.0,3.0,2.25,1680,57063,2.0,0,0,4,1680,0,1989,0,North Bend,USA,1780
480000.0,4.0,1.75,2320,4322,1.0,0,0,3,1140,1180,1910,2006,Seattle,USA,2211
310000.0,4.0,1.5,1220,9600,1.0,0,0,3,1220,0,1980,0,Carnation,USA,2895
341000.0,3.0,1.5,1720,7119,1.5,0,0,4,1720,0,1952,0,Shoreline,USA,476
585000.0,3.0,1.0,1870,2807,1.5,0,0,4,1580,290,1927,0,Seattle,USA,2465
320000.0,4.0,2.25,2310,7490,2.0,0,0,3,2310,0,1980,0,Renton,USA,456
400000.0,2.0,1.0,840,5510,1.0,0,0,3,840,0,1955,2005,Seattle,USA,108
580000.0,5.0,2.0,2700,10875,1.0,0,0,4,1540,1160,1962,0,Bellevue,USA,2714
295000.0,3.0,1.5,850,2500,1.0,0,0,3,850,0,1986,0,Seattle,USA,762
350000.0,2.0,1.0,1620,9205,1.0,0,0,5,850,770,1921,0,Kirkland,USA,2842
799000.0,4.0,3.25,3120,5000,2.0,0,0,3,2370,750,2005,0,Seattle,USA,789
410000.0,1.0,1.5,1010,5750,1.0,0,0,3,1010,0,1911,1948,Seattle,USA,3633
1400000.0,4.0,2.5,2920,4000,1.5,0,0,5,1910,1010,1909,1988,Seattle,USA,11
324000.0,3.0,2.5,1750,7208,2.0,0,0,3,1750,0,1994,0,Renton,USA,1138
1555000.0,3.0,3.5,4360,6240,2.0,0,3,3,2960,1400,2008,0,Seattle,USA,2724
552000.0,3.0,1.0,1430,5000,1.0,0,0,4,1080,350,1919,1985,Seattle,USA,1278
327000.0,5.0,2.75,2400,8050,2.0,0,0,3,2400,0,1998,2006,Auburn,USA,3524
356000.0,3.0,3.5,2100,12384,2.0,0,0,3,2100,0,1980,0,Tukwila,USA,672
685000.0,3.0,2.75,3150,219978,2.0,0,0,4,3000,150,1990,0,Preston,USA,1944
415000.0,4.0,2.5,2000,5962,2.0,0,0,3,2000,0,1999,0,Shoreline,USA,1905
1035000.0,4.0,3.25,3450,11240,2.0,0,3,4,2430,1020,1960,2001,Burien,USA,2025
703000.0,3.0,2.0,1360,5980,1.5,0,0,3,1360,0,1945,2008,Seattle,USA,2829
455000.0,3.0,2.25,1470,4653,2.0,0,0,4,1470,0,1985,0,Issaquah,USA,2928
309000.0,3.0,2.25,1490,1294,2.0,0,0,3,1220,270,2010,0,Seattle,USA,2810
955000.0,5.0,2.25,2510,9887,2.0,0,0,3,2510,0,1972,2002,Mercer Island,USA,700
375000.0,3.0,2.5,1950,6871,2.0,0,0,3,1950,0,1997,0,Shoreline,USA,2755
595000.0,4.0,3.25,3730,4560,2.0,0,0,3,2760,970,2013,1923,Seattle,USA,4274
600000.0,3.0,1.75,1670,39639,1.0,0,0,4,1670,0,1976,1992,Sammamish,USA,119
575000.0,4.0,2.0,1650,5000,1.0,0,0,3,1650,0,1955,2005,Seattle,USA,274
1712500.0,3.0,3.25,2940,5432,3.0,0,3,4,2440,500,1978,2000,Seattle,USA,2584
500000.0,3.0,2.25,1760,4539,2.0,0,0,3,1760,0,1988,2000,Issaquah,USA,1396
435000.0,4.0,2.5,2550,5200,2.0,0,0,3,2550,0,2009,0,Renton,USA,4278
556000.0,3.0,1.75,1640,7437,1.0,0,0,3,1090,550,1948,1994,Seattle,USA,2505
1525000.0,4.0,3.25,3620,5131,2.0,0,3,4,2350,1270,1927,0,Seattle,USA,2825
322000.0,4.0,2.5,2280,7200,2.0,0,0,3,2280,0,1994,0,Kent,USA,1633
374950.0,3.0,2.25,1390,1484,3.0,0,0,3,1390,0,2007,0,Seattle,USA,4279
197000.0,3.0,1.75,1690,7735,1.0,0,0,4,1060,630,1976,1992,Auburn,USA,215
83000.0,2.0,1.0,900,8580,1.0,0,0,3,900,0,1918,0,Tukwila,USA,1587
235000.0,4.0,2.5,1810,39639,1.0,0,0,3,1230,580,1970,2014,Kent,USA,1231
460000.0,4.0,1.75,1750,5500,1.5,0,0,5,1050,700,1926,0,Seattle,USA,392
698000.0,4.0,2.25,2200,11250,1.5,0,0,5,1300,900,1920,0,Kirkland,USA,27
200500.0,3.0,1.75,1260,9346,1.0,0,0,4,1260,0,1963,0,Kent,USA,3483
349950.0,3.0,2.5,1700,7496,2.0,0,0,3,1700,0,1994,0,Renton,USA,752
382500.0,2.0,1.0,1190,4440,1.0,0,0,3,1190,0,1981,2013,Seattle,USA,3971
755000.0,5.0,2.5,3260,24300,1.5,0,1,4,2310,950,1950,1983,Lake Forest Park,USA,3565
1200000.0,3.0,1.75,1560,8078,1.5,1,4,4,1560,0,1928,0,Mercer Island,USA,478
306000.0,4.0,2.5,2490,8124,2.0,0,0,3,2490,0,2001,0,Auburn,USA,2372
320000.0,4.0,2.5,2000,10051,2.0,0,0,3,2000,0,1997,0,Maple Valley,USA,3354
850000.0,4.0,3.5,2640,5900,2.0,0,2,3,2640,0,1937,1998,Seattle,USA,909
1250000.0,4.0,2.5,3220,15600,1.0,0,0,5,1680,1540,1973,0,Bellevue,USA,3234
269500.0,3.0,1.75,1840,7412,1.0,0,0,4,1240,600,1976,1992,Kent,USA,3083
625000.0,3.0,2.5,2440,4800,2.0,0,0,3,2440,0,2014,0,Seattle,USA,3009
320000.0,3.0,1.75,2220,11646,1.0,0,0,3,1270,950,1950,2005,Kenmore,USA,3994
980000.0,4.0,2.5,2730,4800,1.5,0,0,5,2230,500,1909,1988,Seattle,USA,2151
571000.0,4.0,2.0,2750,7807,1.5,0,0,5,2250,500,1916,0,Seattle,USA,2180
305000.0,6.0,2.0,1900,8240,1.0,0,0,2,1200,700,1964,0,Seattle,USA,3335
415000.0,3.0,1.75,1960,5000,1.0,0,0,5,980,980,1911,1984,Seattle,USA,563
476000.0,3.0,1.0,1140,5500,1.5,0,0,4,1140,0,1908,0,Seattle,USA,2327
429000.0,3.0,2.5,1920,15124,2.0,0,0,3,1920,0,1995,0,North Bend,USA,921
378500.0,3.0,2.5,2860,43821,2.0,0,0,4,2860,0,1990,0,Auburn,USA,4055
458000.0,1.0,2.25,2140,10350,1.0,0,0,3,1470,670,1976,0,Woodinville,USA,969
380000.0,5.0,3.5,2420,4670,2.0,0,0,3,2420,0,2013,1923,Seattle,USA,1212
368000.0,2.0,1.5,1660,4680,1.0,0,0,5,830,830,1908,0,Seattle,USA,913
499000.0,3.0,1.75,1840,5000,1.0,0,0,4,920,920,1910,0,Seattle,USA,2891
362500.0,2.0,1.5,940,1768,2.0,0,0,3,940,0,2009,0,Seattle,USA,3167
799000.0,3.0,1.5,2210,6300,1.5,0,0,5,2210,0,1916,0,Seattle,USA,2285
260000.0,3.0,1.5,1580,8184,1.0,0,0,3,1140,440,1954,2005,Des Moines,USA,3367
335000.0,3.0,2.25,2150,30476,2.0,0,0,3,2150,0,1991,0,Tukwila,USA,723
475000.0,4.0,2.75,1980,11443,1.0,0,0,5,1980,0,1952,1998,Lake Forest Park,USA,2126
440000.0,3.0,1.75,2240,8153,1.0,0,0,3,1120,1120,1948,1994,Seattle,USA,2123
879950.0,4.0,2.25,3500,13875,1.0,0,4,4,1830,1670,1938,0,Seattle,USA,1027
1105000.0,4.0,1.5,2740,4000,2.0,0,0,5,1930,810,1905,0,Seattle,USA,597
335000.0,2.0,2.0,1350,2560,1.0,0,0,3,1350,0,1976,0,Redmond,USA,6
210000.0,3.0,1.0,1240,4842,1.0,0,0,4,1240,0,1916,0,Seattle,USA,1061
326000.0,3.0,2.75,1720,28000,1.0,0,0,4,1720,0,1958,1972,Renton,USA,1449
342500.0,2.0,1.75,1210,7507,1.0,0,0,3,1210,0,1982,0,Kirkland,USA,4318
745000.0,4.0,3.25,3490,7024,2.0,0,0,3,3490,0,2006,0,Sammamish,USA,2244
749950.0,3.0,2.5,2770,10773,2.0,0,2,3,2770,0,1992,0,Bellevue,USA,997
357562.0,2.0,1.75,1210,1032,2.0,0,0,3,1210,0,2014,0,Issaquah,USA,4077
579000.0,3.0,2.5,1640,1269,3.0,0,0,3,1640,0,2009,0,Seattle,USA,3063
381500.0,2.0,1.0,900,2910,1.0,0,0,5,900,0,1924,1956,Seattle,USA,3295
226550.0,3.0,1.0,990,4440,1.0,0,0,3,990,0,1943,2002,Seattle,USA,4188
565000.0,4.0,2.5,2240,14667,2.0,0,0,4,2240,0,1989,0,Newcastle,USA,653
201500.0,3.0,1.0,1320,5000,1.5,0,0,3,1320,0,1912,1994,Seattle,USA,4121
968000.0,6.0,2.75,3610,17580,1.0,0,4,5,2070,1540,1959,0,Sammamish,USA,1467
725000.0,3.0,2.5,2610,7510,2.0,0,0,3,2610,0,1996,0,Redmond,USA,3305
445700.0,3.0,2.5,1270,1180,3.0,0,0,3,1270,0,2001,0,Seattle,USA,48
980000.0,5.0,2.5,3160,11470,1.0,0,0,4,1780,1380,1971,0,Mercer Island,USA,318
171758.333333,3.0,1.0,1000,8512,1.0,0,0,3,1000,0,1991,0,Enumclaw,USA,4537
423050.925926,2.0,1.0,890,4590,1.0,0,0,3,890,0,1923,1998,Seattle,USA,4466
345000.0,2.0,1.0,970,5750,1.0,0,0,4,970,0,1932,1958,Seattle,USA,3652
395000.0,3.0,1.75,1460,22651,1.0,0,0,4,1460,0,1961,2001,Issaquah,USA,1950
1325000.0,4.0,2.5,2440,3600,2.5,0,0,4,2440,0,1902,0,Seattle,USA,2837
246000.0,3.0,1.75,1390,7399,1.0,0,0,4,1390,0,1975,0,Kent,USA,340
672500.0,4.0,2.25,2420,10200,2.0,0,0,4,2420,0,1973,0,Mercer Island,USA,4532
0.0,4.0,3.0,1990,6180,2.0,0,0,3,1990,0,1990,2009,Federal Way,USA,4413
352000.0,4.0,1.0,1530,8890,1.0,0,0,3,980,550,1925,2002,Seattle,USA,3287
798800.0,3.0,2.75,2670,3738,1.0,0,0,3,1720,950,2013,1923,Renton,USA,2612
299995.0,2.0,1.0,1060,7200,1.0,0,0,4,1060,0,1951,1999,Shoreline,USA,3040
259000.0,3.0,2.5,1550,3569,2.0,0,0,3,1550,0,2011,0,Auburn,USA,1215
288790.0,4.0,2.0,1350,942,3.0,0,0,3,1350,0,2008,0,Issaquah,USA,3606
905000.0,5.0,3.5,3500,10155,2.0,0,0,3,2570,930,1996,0,Bellevue,USA,3149
314500.0,3.0,1.75,1700,17355,1.0,0,0,3,1200,500,1978,0,Maple Valley,USA,3620
947500.0,3.0,2.75,2980,27144,1.5,1,2,5,2180,800,1917,0,Burien,USA,518
274950.0,3.0,1.0,1450,8820,1.0,0,0,3,1050,400,1958,2004,Tukwila,USA,1724
669000.0,2.0,1.75,1950,10766,1.0,0,3,4,1160,790,1952,0,Burien,USA,3415
467000.0,3.0,1.0,1660,6582,1.0,0,0,5,1000,660,1946,0,Seattle,USA,766
445800.0,4.0,2.25,2070,39446,1.0,0,0,3,1470,600,1977,2004,Lake Forest Park,USA,3651
150000.0,2.0,1.0,820,10270,1.0,0,0,3,820,0,1954,2005,Seattle,USA,1168
927000.0,4.0,2.75,3300,12090,2.0,0,0,3,3300,0,1953,0,Clyde Hill,USA,474
471001.0,3.0,1.75,1800,6000,1.0,0,0,5,900,900,1905,0,Seattle,USA,3126
732000.0,3.0,3.75,2670,6517,2.5,0,4,4,2020,650,1977,0,Seattle,USA,3848
428000.0,2.0,2.0,1350,3900,1.0,0,0,3,1350,0,2003,0,Redmond,USA,268
374000.0,3.0,1.75,2000,9416,1.0,0,0,4,2000,0,1961,2001,Kirkland,USA,1049
412000.0,2.0,1.0,1260,3960,1.0,0,0,3,690,570,1925,2002,Seattle,USA,2955
480000.0,3.0,2.0,1470,10052,1.0,0,0,4,1470,0,1956,0,Seattle,USA,3831
900000.0,4.0,2.5,2230,4372,2.0,0,0,5,1540,690,1935,0,Seattle,USA,4260
570000.0,3.0,2.0,1890,29185,1.0,0,0,3,1470,420,1949,2013,Bellevue,USA,3681
1090000.0,4.0,2.5,4340,141570,2.5,0,0,3,4340,0,1992,0,Redmond,USA,107
236000.0,4.0,2.75,2000,5827,2.0,0,0,3,2000,0,1997,0,Maple Valley,USA,4331
499950.0,3.0,2.5,2370,12753,2.0,0,0,3,2370,0,2001,0,Duvall,USA,1983
744312.5,4.0,2.5,2800,5900,1.0,0,0,3,1660,1140,1963,2008,Seattle,USA,4355
307000.0,3.0,1.0,1150,6000,1.5,0,0,3,1150,0,1927,2011,North Bend,USA,3718
633634.0,4.0,3.5,2960,6000,2.0,0,0,3,2960,0,2014,0,Snoqualmie,USA,3156
267000.0,3.0,2.5,2495,4400,2.0,0,0,3,2495,0,2007,0,Federal Way,USA,1426
351250.0,4.0,1.75,1580,5340,1.0,0,0,3,1130,450,1947,2012,Seattle,USA,4496
650000.0,4.0,2.75,1910,16532,1.0,0,0,4,1420,490,1940,2001,Seattle,USA,3343
530000.0,4.0,1.75,2860,48351,1.0,0,0,3,1710,1150,1978,0,Woodinville,USA,3583
810000.0,3.0,1.75,1980,13503,1.0,0,2,4,1320,660,1952,0,Bellevue,USA,2450
809000.0,4.0,1.5,1840,4337,2.0,0,0,4,1840,0,1917,0,Seattle,USA,1694
400000.0,3.0,2.5,2740,83199,2.0,0,4,3,2740,0,1973,2013,Kent,USA,813
745000.0,3.0,1.75,1490,9800,1.0,0,0,4,1140,350,1947,1988,Beaux Arts Village,USA,1476
300000.0,6.0,2.0,2040,10812,1.0,0,0,4,2040,0,1943,0,Renton,USA,1158
812000.0,3.0,3.25,3240,8338,2.0,0,0,3,3240,0,2001,0,Sammamish,USA,2938
700000.0,3.0,1.75,2010,4905,1.0,0,0,5,1230,780,1912,0,Seattle,USA,912
360000.0,4.0,2.0,1630,10375,1.0,0,0,5,1630,0,1968,0,Woodinville,USA,2252
365000.0,4.0,2.0,1940,25600,1.0,0,0,1,1940,0,1962,0,Bellevue,USA,3034
752000.0,4.0,2.5,2940,10382,2.0,0,0,4,2940,0,1991,0,Newcastle,USA,2706
481450.0,3.0,2.0,1410,4800,1.0,0,0,3,1410,0,1940,1996,Seattle,USA,438
413000.0,4.0,1.0,1410,6000,1.0,0,0,3,810,600,1925,2002,Seattle,USA,609
357186.0,2.0,1.75,1210,1040,2.0,0,0,3,1210,0,2014,0,Issaquah,USA,2545
287000.0,5.0,1.5,1730,9230,1.0,0,0,3,1010,720,1962,2003,Renton,USA,4195
339900.0,3.0,1.0,1200,9087,1.0,0,0,5,1200,0,1969,0,Newcastle,USA,3614
195000.0,3.0,1.75,1380,7350,1.0,0,0,3,990,390,1981,2013,Covington,USA,1055
715000.0,4.0,2.5,3290,6628,2.0,0,0,3,3290,0,2003,0,Sammamish,USA,2959
415000.0,3.0,2.25,1950,8868,1.0,0,0,3,1350,600,1964,2000,Shoreline,USA,1354
260000.0,4.0,2.5,1990,6671,2.0,0,0,3,1990,0,1989,0,Federal Way,USA,993
288350.0,3.0,1.5,1860,7963,1.0,0,0,3,1200,660,1963,2008,Tukwila,USA,2095
375000.0,4.0,2.5,1870,7471,2.0,0,0,3,1870,0,1990,2009,Renton,USA,3098
270000.0,4.0,2.75,1990,7252,1.0,0,0,3,1270,720,1999,0,Auburn,USA,2142
349900.0,3.0,2.5,2200,7278,2.0,0,0,3,2200,0,1990,2009,Renton,USA,1603
720000.0,4.0,2.5,3340,8930,2.0,0,2,3,3340,0,1999,0,Snoqualmie,USA,4304
580000.0,3.0,2.5,1620,1173,3.0,0,4,3,1470,150,2008,0,Seattle,USA,1296
430000.0,4.0,2.25,1790,7203,1.0,0,0,4,1110,680,1973,0,Lake Forest Park,USA,1808
252750.0,4.0,1.0,1230,7410,1.5,0,0,3,1230,0,1944,0,Burien,USA,3435
538000.0,3.0,1.0,1460,7200,1.0,0,0,3,1260,200,1906,2014,Seattle,USA,2501
360000.0,3.0,1.75,1500,7200,1.0,0,0,3,1500,0,1957,2000,Shoreline,USA,3256
212000.0,2.0,1.5,1020,1525,2.0,0,0,3,1020,0,2004,2003,Seattle,USA,459
535000.0,3.0,1.75,2720,149410,1.5,0,0,3,2720,0,1988,2000,Carnation,USA,254
545000.0,5.0,2.5,2730,17240,1.0,0,0,5,1660,1070,1958,0,Kenmore,USA,1920
690000.0,3.0,2.0,1760,6428,1.0,0,0,4,980,780,1942,1982,Seattle,USA,303
320000.0,3.0,2.0,1550,34175,1.5,0,0,3,1550,0,1999,0,North Bend,USA,3432
458000.0,3.0,1.0,1660,7500,1.0,0,0,4,1060,600,1940,2001,Seattle,USA,676
405000.0,3.0,2.0,1240,14404,1.0,0,0,3,1240,0,1988,2000,Redmond,USA,1550
800000.0,3.0,2.25,1620,4500,2.0,0,0,4,1620,0,1926,1993,Seattle,USA,2192
340000.0,3.0,1.0,1600,7324,1.0,0,0,4,1600,0,1958,1972,Renton,USA,4239
347000.0,3.0,1.0,1270,8400,1.0,0,0,3,1270,0,1955,2005,Bothell,USA,3077
2075000.0,4.0,3.5,4230,20377,2.0,0,0,3,4230,0,1997,0,Bellevue,USA,3058
260000.0,4.0,2.0,1480,8625,1.0,0,0,4,1480,0,1974,0,Renton,USA,41
0.0,5.0,3.75,3870,8225,2.0,0,0,3,3870,0,1998,2006,Sammamish,USA,4499
619000.0,4.0,2.0,2300,3400,1.5,0,0,5,1550,750,1915,0,Seattle,USA,1549
945000.0,4.0,2.0,2840,13367,1.0,0,0,3,1420,1420,1952,2008,Clyde Hill,USA,1264
589000.0,4.0,3.0,2440,9600,2.0,0,0,5,2440,0,1961,0,Kirkland,USA,2439
339000.0,4.0,2.5,1830,8601,2.0,0,0,3,1830,0,2003,0,Maple Valley,USA,865
685000.0,4.0,3.5,2840,4637,3.0,0,0,3,2840,0,2008,0,Seattle,USA,2619
250000.0,1.0,1.0,750,4000,1.0,0,0,3,750,0,1918,0,Seattle,USA,1663
237333.333333,3.0,2.75,2340,16500,1.0,0,0,4,1500,840,1972,0,Sammamish,USA,4473
350000.0,4.0,3.0,2560,5606,2.0,0,0,3,2560,0,2004,2003,Auburn,USA,3258
490000.0,4.0,3.0,2330,3497,2.0,0,0,3,1920,410,2003,0,Seattle,USA,3650
409316.0,3.0,2.5,1800,3168,2.0,0,0,3,1800,0,2014,0,Snoqualmie,USA,1041
750000.0,3.0,1.75,1700,8400,1.0,0,0,3,1460,240,1947,2012,Seattle,USA,1612
792500.0,4.0,2.5,4290,175421,2.0,0,0,3,4290,0,2004,2003,Ravensdale,USA,2551
218000.0,3.0,1.75,1850,7684,1.0,0,0,3,1320,530,1979,2014,Federal Way,USA,187
298450.0,5.0,3.0,2100,9752,1.0,0,0,3,1200,900,2007,0,Federal Way,USA,932
314500.0,3.0,1.75,1870,12381,1.0,0,0,4,1870,0,1957,2001,Federal Way,USA,251
636000.0,2.0,1.75,1230,3600,1.5,0,0,5,1230,0,1925,0,Seattle,USA,357
618080.0,3.0,2.5,2030,6500,2.0,0,0,3,2030,0,1988,2000,Issaquah,USA,278
870000.0,4.0,3.0,4500,21780,2.0,0,2,3,3040,1460,1980,0,Mercer Island,USA,1717
465000.0,6.0,3.25,4250,23326,1.0,0,3,3,2150,2100,1967,2011,Federal Way,USA,1463
822500.0,5.0,3.5,2320,4960,2.0,0,0,5,1720,600,1926,0,Seattle,USA,2438
665000.0,6.0,3.0,4250,4400,2.5,0,0,4,3020,1230,1902,0,Seattle,USA,2280
610000.0,4.0,3.5,2910,5260,2.0,0,0,3,2910,0,2012,1912,Snoqualmie,USA,1923
287600.0,3.0,2.5,1950,8251,2.0,0,0,3,1950,0,1990,2009,Auburn,USA,610
280000.0,3.0,1.75,1230,8250,1.0,0,0,3,1230,0,1966,1963,Renton,USA,3365
475000.0,3.0,2.0,1230,11502,1.0,0,0,4,1230,0,1984,0,Redmond,USA,1374
205000.0,2.0,1.0,720,5040,1.0,0,0,3,720,0,1955,2005,Seattle,USA,328
819995.0,5.0,2.75,3030,10335,2.0,0,0,3,3030,0,2013,1923,Newcastle,USA,781
440000.0,4.0,2.5,2160,7826,1.0,0,0,4,1390,770,1976,1992,Lake Forest Park,USA,3452
631500.0,2.0,1.0,1130,2640,1.0,0,0,4,1130,0,1927,0,Seattle,USA,3265
955000.0,4.0,4.25,5660,193593,2.0,0,0,3,4100,1560,2001,0,Duvall,USA,1962
0.0,4.0,4.5,5030,11023,2.0,0,2,3,3250,1780,2008,0,Mercer Island,USA,4385
450000.0,2.0,1.0,1380,4390,1.0,0,0,4,880,500,1931,0,Seattle,USA,3378
160797.0,3.0,1.5,1270,2356,2.0,0,0,3,1270,0,2012,1912,Seattle,USA,3160
345000.0,3.0,2.5,1210,1420,3.0,0,0,3,1210,0,2008,0,Seattle,USA,2115
